date,cases,deaths,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-12-06,256844.0,11004.0,,,0.0001012287614271698,-0.0008178844056706652,-0.0022036722679914657,0.0008178844056706652
2020-12-07,259325.0,11035.0,,,0.004519425431408464,0.000724966017217943,0.005252096789742601,0.0009968282736746714
2020-12-08,263447.0,11076.0,,,-0.0007325951709451996,0.0012639942217407005,-0.0012222572282090895,0.00036114120621162876
2020-12-09,269412.0,11166.0,,,-4.825323296660876e-05,-0.0017911517105498836,-0.004272267011120514,-0.0006269030986924592
2020-12-10,274781.0,11209.0,,,-0.0008515872640393622,0.0001784280488892854,0.0020671007092921273,0.002944062806673209
2020-12-11,280436.0,11257.0,,,8.558102383431514e-05,0.00035533445855911875,-0.020165028740960503,-0.004264013502709425
2020-12-12,285725.0,11307.0,,,-0.0033073759734009974,-0.0002653223666755107,0.008357686586752996,-0.0002653223666755107
2020-12-13,290578.0,11349.0,,,-0.002037318723372038,0.0015860428231562252,-0.0059157954146563056,0.005110582430170059
2020-12-14,294231.0,11388.0,,,0.0006457511275154555,0.00026343519494204424,0.001852286128925912,0.0007903055848261328
2020-12-15,298160.0,11443.0,,,-0.0004326536088006439,-0.0008738967054094206,0.0007244432519452643,0.0004369483527047103
2020-12-16,304112.0,11513.0,,,-0.0037420424054295785,0.0011291583427429862,0.0029166885884147945,0.004342916702857639
2020-12-17,309247.0,11558.0,,,0.0025933962172632235,0.0026821249351098807,0.006871529877411907,0.003460806367883717
2020-12-18,314926.0,11610.0,,,-0.01803280770720741,-0.004478897502153316,-0.01803280770720741,-0.004478897502153316
2020-12-19,319270.0,11657.0,,,0.010439439972437122,0.0,0.014592664515926959,0.0027451316805353005
2020-12-20,323531.0,11717.0,,,-0.003483437444943452,0.003413843133907997,-0.0024108972555952905,0.004096611760689596
2020-12-21,327374.0,11759.0,,,0.0010843866647931722,0.0005102474700229611,0.003247050773732795,0.0016157836550727102
2020-12-22,331174.0,11804.0,,,0.0010417484464360124,0.0012707556760420196,0.0025183136357322736,0.0015249068112504235
2020-12-23,335988.0,11887.0,,,0.006027000964320154,0.003112644064944898,0.0060627165255902,0.0015983847901068393
2020-12-24,341925.0,11963.0,,,0.0038692695766615486,0.0007523196522611385,0.00471155955253345,-0.0002507732174203795
2020-12-25,341925.0,11963.0,,,0,0,0.023747897930832786,0.0063529215079829475
2020-12-26,349602.0,12010.0,,,0.0037928844800659035,0.0026644462947543715,-0.0007522840258350925,0.0034970857618651123
2020-12-27,352736.0,12110.0,,,0.0009837385466751338,0.0006606110652353427,0.007149823097160482,-0.0018992568125516102
2020-12-28,356934.0,12158.0,,,0.0019835599858797426,0.0010692548116466524,0.00014848683510116717,0.000575752590886659
2020-12-29,361079.0,12218.0,,,0.0013542742723891448,0.0002455393681453593,0.003716638187211109,0.0005729251923391717
2020-12-30,367918.0,12338.0,,,3.261596333965721e-05,-0.0014589074404279462,-0.0025032751863186906,-0.002755714054141676
2020-12-31,375178.0,12423.0,,,0.0007676356289547894,-0.0009659502535619416,-0.0034783489437013896,-0.0008854543990984464
2021-01-01,375178.0,12423.0,,,0.02164306009414198,0.0061176849392256295,0.014726343229080596,0.0061176849392256295
2021-01-02,384181.0,12502.0,,,-0.004136071278902392,0.0007998720204767237,-0.008339818991569077,-0.00039993601023836185
2021-01-03,387662.0,12610.0,,,0.005610557650736982,-0.002458366375892149,0.0024067357646609675,-0.003092783505154639
